Kód obce;poradie na hlasovacom lístku;meno;priezvisko;titul;vek;povolanie;strany;počet hlasov
517925;2;Peter;Tarábek;Ing.;63;dôchodca;136;196
517933;1;Ambróz;Hájnik;Ing., PhD.;27;výskumný pracovník;001;772
517933;2;Peter;Kostolný;Ing.;45;konzultant v oblasti fondov EÚ;001;582
517941;1;Jozef;Machyna;Ing.;58;starosta;136;1015
517941;2;Radoslav;Zabavník;;42;nezamestnaný;001;678
517950;1;Jaroslav;Ondák;Ing.;48;živnostník;001;154
517950;2;Jozef;Papán;Ing.;68;starosta;136;243
517950;3;Branislav;Štrba;;49;správca obce;001;554
517950;4;Stanislav;Tvorík;;47;administratívny pracovník;116;44
517968;1;Jaroslav;Jasenovský;;30;predajca;154;60
517968;2;Jaroslav;Mitaš;;60;starosta obce;001;342
517976;1;Peter;Bugáň;;46;živnostník;119;61
517976;2;Matej;Franek;Mgr.;30;športový referent;136;122
517976;3;Ján;Poliak;;52;starosta;106,111;161
517984;1;Jaroslav;Oberta;;40;pracovník v kovovýrobe;001;114
517984;2;Róbert;Oberta;Mgr.;46;technik;001;336
517984;3;Dušan;Štadáni;Bc.;51;starosta obce;001;665
517984;4;Štefan;Tavač;;60;technik;001;120
517992;1;Jaroslav;Bušfy;Ing.;58;starosta obce;136,106,132;287
517992;2;Ondrej;Danížek;;44;živnostník;001;150
517992;3;Roman;Hrehor;;48;živnostník;135;27
517992;4;Michal;Smatana;;47;vodohospodár;111;131
518000;1;Roman;Lisický;Mgr.;48;starosta obce;001;410
518018;1;Peter;Hujo;PaedDr.;54;manažér;001;717
518018;2;Štefan;Vároš;Ing.;58;starosta;001;911
518034;1;Viliam;Mrázik;Ing.;52;starosta obce;001;1211
518042;1;Jozef;Dávidík;;56;starosta;001;719
518042;2;Michal;Krištofík;Ing.;43;konateľ spoločnosti;001;451
518042;3;Juraj;Ondruš;Mgr.;51;výsluhový dôchodca;001;365
518051;1;Mária;Dubovcová;;62;špecialistka projektov;001;423
518051;2;Alica;Kostolná;;50;starostka obce;111;450
518051;3;Mária;Zelníková;Ing.;40;kalkulantka-prípravárka stavby;001;149
518069;1;Michal;Cvacho;Ing.;47;starosta obce;143;583
518069;2;Ľubica;Franeková;Ing.;61;výsluhová dôchodkyňa, SZČO;001;540
518069;3;Ján;Hodoň;;44;SZČO;001;234
518069;4;Ján;Kapitulčin;;55;masér a THP pracovník;001;116
518069;5;Lenka;Milová;Mgr.;50;štátna zamestnankyňa, hlavná radkyňa;106;307
518077;1;Róbert;Domanický;;50;podnikateľ;136;23
518077;2;Ľubomír;Harant;;44;montážny pracovník;001;132
518077;3;Ján;Matejička;;54;starosta;001;83
518085;1;Ladislav;Korček;Mgr.;40;ekonóm;001;768
518085;2;Jozef;Mičieta;Ing.;58;starosta obce;136,106,132;535
518085;3;Michal;Michna;;38;živnostník;001;72
518085;4;František;Posluch;Ing.;55;manažér;001;519
518093;1;Marcela;Halaganová;JUDr.;45;starostka obce;001;914
518093;2;Ivana;Zimenová;Mgr.;59;zdravotná sestra;001;316
518107;1;Tibor;Béres;;52;starosta;145;76
518115;1;Veronika;Čisľáková;Mgr.;32;psychologička;001;72
518115;2;Slávka;Krempaská;Ing.;46;výpravkyňa;111;31
518123;1;Július;Farkas;;57;starosta;145;114
518123;2;Peter;Katona;;43;opatrovateľ;001;38
518131;1;Ľubica;Hrušková;Ing.;62;pedagogická zamestnankyňa;001;74
518131;2;Stanislav;Hudek;Ing.;65;dôchodca;001;119
518131;3;Marián;Miškovský;Mgr.;50;starosta;001;281
518140;1;Monika;Straková;Mgr.;51;ekonómka;001;106
518140;2;Peter;Szászfai;Ing.;41;technický pracovník;001;56
518140;3;Iveta;Vasilenková;;54;starostka;132,135;194
518158;1;Dominika;Árvaiová;JUDr.;40;advokátka;001;2125
518158;2;Vladimír;Maňka;Ing.;63;finančný riaditeľ;001;7489
518158;3;Samir;Moumani;Ing.;46;konateľ obchodnej spoločnosti;104;903
518158;4;Jozef Dobroslav;Pinka;;38;inovačný manažér;001;587
518158;5;Matej;Snopko;;58;publicista;001;199
518158;6;Jaroslav;Stehlík;Ing.;52;podnikový manažér;001;1297
518166;1;Dušan;Daxner;;43;obchodný manažér;001;61
518166;2;Jana;Gregušová;;54;starostka;136;175
518174;1;Katarína;Zlámalová;;44;starostka;001;64
518191;1;Jozef;Mokoš;Ing.;46;technik;111;0
518191;2;Ján;Šatara;;45;starosta;001;121
518191;3;Peter;Šudík;Ing.;38;technik požiarnej ochrany a bezpečnosti práce;001;91
518204;1;František;Moravec;Ing.;54;starosta obce;001;306
518212;1;Peter;Lazár;Ing.;44;zástupca riaditeľky;001;287
518212;2;Ján;Očenáš;Ing.;61;pracovník údržby;001;59
518212;3;Boris;Sedmák;;35;starosta;001;197
518221;1;Martin;Kubík;;53;starosta obce;132;51
518239;1;Margita;Boďová;Mgr.;44;starostka;136,116;178
518247;1;Milan;Mihalovič;;38;živnostník;116;13
518247;2;Ján;Sliacky;;49;starosta;132;105
518255;1;Branislav;Gajdošík;;43;živnostník;001;102
518255;2;Milan;Gregáň;;56;starosta obce;146;111
518263;1;Branislav;Baran;;40;predajca záhradnej a lesnej techniky;001;2201
518263;2;Slavomír;Ciglan;Mgr.;40;učiteľ, športový manažér;001;119
518263;3;Ján;Šufliarský;Ing.;58;primátor;001;1533
518263;4;Jozef;Výbošťok;;62;manažér charitatívnej organizácie;001;1247
518271;1;Jana;Hrončeková;;61;predsedkyňa občianskeho združenia;136,106;82
518271;2;Ján;Plavucha;;30;živnostník;125;76
518271;3;Pavel;Šulek;;46;starosta;135;257
518280;1;Ján;Baláž;Mgr.;51;starosta obce;136,106,142;100
518298;1;Milan;Jakubík;Ing.;41;starosta;001;743
518298;2;Peter;Kliment;;43;hasič-technik;001;183
518301;1;Adam;Alakša;;33;starosta;106;36
518310;1;Natália;Mikulášiová;;31;čašníčka;001;93
518336;1;Mária;Mozolová;;59;starostka obce;001;65
518344;1;Renáta;Mrázová;;62;starostka;106;37
518352;1;Ivana;Drígeľová;;47;starostka;106;23
518352;2;Mária;Lukáčová;Ing.;29;asistentka predaja;128;48
518361;1;Anna;Janovicová;;60;starostka obce;106,132,136;106
518379;1;Elena;Grňová;;51;starostka;106,136,135;277
518387;1;Dušan;Strieborný;PaedDr.;51;primátor;106;505
518409;1;Oľga;Múčková;Ing.;50;referentka krízového riadenia;116;112
518409;2;Dalibor;Tesársky;;37;prednosta obecného úradu;001;277
518417;1;Renáta;Matejová;JUDr.;51;starostka;001;547
518417;2;Ján;Mikuláši;;60;rozvozár;111;12
518417;3;Jozef;Ronda;Mgr.;62;výsluhový dôchodca;001;43
518425;1;Miroslava;Bavková;Mgr.;35;vedúca pošty;001;54
518425;2;Štefan;Foltán;Mgr.;47;inštalatér;106;241
518425;3;Dana;Kohútová;;50;starostka obce;001;158
518425;4;Ľudovít;Mokoš;;40;manager prevádzky;136;6
518433;1;Erika;Korčoková;Mgr.;46;starostka;136,106;69
518441;1;Mária;Hnilicová;;62;starostka;111;74
518450;1;Juraj;Haško;Ing.;42;podnikateľ;132;28
518450;2;Ján;Kľuka;;53;starosta;106,125;59
518468;1;Stanislav;Horník;Mgr.;47;primátor;001;2194
518468;2;Erika;Marková;Mgr.;50;predsedníčka;125,136;153
518476;1;Drahomír;Baláž;;42;návestný majster;106;39
518476;2;Igor;Kanda;;61;starosta obce;136;65
518476;3;Eva;Marková;Mgr.;63;výsluhová dôchodkyňa;001;42
518484;1;Adriana;Vicianová;;57;starostka obce;106;80
518492;1;Radoslav;Hruška;;47;starosta obce;001;198
518492;2;Paulina;Výbošťoková;;41;obchodná zástupkyňa;001;78
518506;1;Ján;Izrael;Ing.;57;starosta obce;111;520
518514;1;Peter;Čižmár;;46;vodič;106;45
518522;1;Rudolf;Hudák;Mgr.;56;výsluhový dôchodca;001;76
518522;2;Mária;Kubíková;Mgr.;38;administratívna pracovníčka;001;64
518522;3;Katarína;Luterančíková;Mgr.;42;odborná referentka;001;49
518522;4;Ladislav;Šimkovič;;68;starosta obce;001;195
518531;1;Miroslava;Balková;;51;živnostníčka;001;49
518531;2;Peter;Majerský;;46;SZČO;001;12
518531;3;Dana;Szelleová;;57;nezamestnaná;001;37
518549;1;Imrich;Paľko;;59;starosta obce;143;570
518557;1;Maroš;Skopal;Mgr.;43;riaditeľ školy;128,111;1514
518557;2;Radoslav;Vazan;Ing.;44;primátor mesta;001;1681
518565;1;Andrea;Parobková;Ing.;48;špecialistka ekonomického oddelenia;001;37
518573;1;Miloš;Čmela;;56;starosta;136,106;112
518590;1;Pavol;Kleban;Ing.;43;živnostník;154;276
518590;2;Miroslav;Makara;JUDr.;59;starosta obce;001;442
518590;3;Anton;Marcinčin;Ing.;66;dôchodca;001;82
518590;4;Nicole;Rubisová;Mgr.;51;zástupkyňa riaditeľa ZŠ;001;649
518603;1;Marián;Školník;Mgr.;49;starosta;106;92
518611;1;Ján;Antal;Mgr.;38;učiteľ;116;107
518611;2;Ľubica;Tuhárska;;59;starostka;136,106;240
518620;1;Martin;Červenka;Ing.;38;starosta;141;113
518620;2;Jaroslava;Sobotová;;48;manažérka obchodných vzťahov;001;73
518646;1;Pavel;Plachý;;45;starosta;001;62
518662;1;Jaroslav;Dominik;Ing.;57;náčelník mestskej polície;125;90
518662;2;Rudolf;Huliak;Ing.;47;samostatne zárobkovo činná osoba;132,116;510
518662;3;Miroslava;Rajčoková;Ing.;50;samostatne zárobkovo činná osoba;001;390
518671;1;Juraj;Jelok;Mgr.;46;starosta obce;001;141
518671;2;Vojtech;Kelemen;;46;dopravný poradca;132;23
518689;1;Ján;Adamovic;JUDr.;39;vyšetrovateľ PZ;001;237
518689;2;Štefan;Sýkora;Ing.;61;starosta obce;001;726
518697;1;Mária;Hrčková;;53;starostka obce;111;188
518697;2;Ingrid;Jedličková;Mgr.;52;vedúca komunitného centra;132;74
518701;1;Eva;Nemčovská;;60;starostka;128;97
518701;2;Alica;Polahárová;MVDr.;57;veterinárna lekárka;001;65
518719;1;Dušan;Duda;Ing.;48;manažér logistiky;111;267
518719;2;Zdena;Kubinčáková;;44;konateľka spoločnosti;128;14
518719;3;Daniela;Tretinová;Ing.;61;starostka;001;115
518727;1;Norbert;Bosák;Ing.;33;vedúci technológ;132;135
518727;2;Daša;Makanová;Ing.;32;odborná referentka;001;57
518727;3;Miroslav;Mozoľa;Ing.;54;živnostník;111;74
518727;4;Zoltán;Prokein;Ing.;41;vodič autobusu;001;226
518735;1;Terézia;Krnáčová;Ing.;37;hlavná kontrolórka obce;001;386
518735;2;Jozef;Uhler;Mgr.;53;vzťahový manažér;001;100
518743;1;Mária;Šulcová;Mgr.;57;starostka obce;136,106,111,142;38
518751;1;Milan;Drozdy;;35;koordinátor logistiky;136,106;151
518751;2;Erika;Turanová;Mgr.;50;prednostka okresného úradu;001;259
518760;1;Anna;Gavajdová;;60;starostka;136,106,132;351
518760;2;Viera;Škriniarová;;56;podnikateľka;152;178
518794;1;Eva;Hazlingerová;M.A.;58;zdravotná sestra;128;59
518794;2;Anna;Stanecká;;33;administratívna pracovníčka;001;188
518808;1;Ľubica;Balgová;Ing., Mgr., et Mgr.;50;primátorka;001;888
518808;2;Katarína;Blašková;;46;SZČO;001;96
518808;3;Jarmila;Gallová;;70;dôchodkyňa;001;362
518808;4;Ondrej;Láskavý;;36;živnostník;001;122
518808;5;Renáta;Šmigová;Mgr.;56;koordinátorka ochrany detí pred násilím;001;117
518808;6;Jozef;Žabka;Ing.;61;technicko obchodný manažér;001;576
518816;1;Milan;Gonda;;58;starosta;001;127
518816;2;Jozef;Hudec;;60;nezamestnaný;106;66
518824;1;Darina;Petrincová;Bc.;54;starostka;106;364
518832;1;Daniela;Šinková;;50;starostka obce;106;26
518841;1;Andrea;Hanuliaková;Mgr.;44;starostka obce;106;80
518841;2;Zdena;Muráňová;;41;skladníčka;001;21
518867;1;Iveta;Gajdošová;Mgr.;55;starostka obce;106,142,136,111,125,122;135
518867;2;Petra;Teťáková;Bc.;40;marketingová manažérka;001;135
518875;1;Martina;Kubincová;Mgr.;46;starostka;001;171
518875;2;Ivan;Sitár;Ing.;55;štátny úradník;116;32
518883;1;Mária;Selecká;;40;manažérka výroby;111;42
518891;1;Ivana;Ďuríková;Ing.;45;rozpočtárka, prípravárka;001;100
518891;2;Jana;Jarotová;Ing.;55;starostka;001;164
518905;1;Anna;Babiaková;;55;ekonómka;106;64
518913;1;Jozef;Baránek;;33;nezamestnaný;001;187
518913;2;Maroš;Ondráš;;48;starosta obce;106,132,136;410
518921;1;Róbert;Záchenský;Ing.;50;starosta;001;455
518930;1;Monika;Farbiaková;Mgr.;32;referentka;001;84
518930;2;Štefan;Fojtík;Ing.;34;obchodný referent;001;105
518956;1;Erik;Mäsiar;;34;vodič, starosta;116;34
518964;1;František;Bednár;Mgr.;29;učiteľ;106;148
518964;2;Marcel;Kvokačka;;50;starosta;111;87
518972;1;Martin;Cerovský;Ing.;30;vedúci vzdelávacieho centra;001;374
518972;2;Ivan;Fiľo;;49;operátor-strojník;001;252
518972;3;Mária;Klimentová;Ing.;59;starostka obce;001;423
518972;4;Miroslava;Škorňová;Ing.;43;hlavná kontrolórka mesta;001;177
518981;1;Ján;Dúbravský;;56;starosta obce;136;188
518999;1;Dušan;Laco;;67;dôchodca;001;33
519006;1;Mária;Ferková;Ing.;52;štátny zamestnanec;001;229
519006;2;Boris;Hanuščak;MUDr.;67;primátor;106,136,132;5080
519006;3;Miloslav;Olejár;Ing.arch.;50;architekt;001;4752
519006;4;Stanislav;Soroka;Mgr.,  MBA;45;riaditeľ spoločnosti;135;651
519014;1;Ján;Novotný;MVDr.;51;starosta obce;001;123
519022;1;Tomáš;Jurečko;Mgr.;37;starosta obce;001;117
519049;1;Ján;Greif;Ing.;52;SZČO;106;98
519049;2;Václav;Hudák;;58;starosta obce;111;262
519049;3;Agáta;Jančušová;;48;riaditeľka;001;47
519057;1;Jozef;Gmiterko;;48;starosta obce;106;100
519065;1;Jozef;Kostura;;62;starosta obce;111,135;213
519065;2;Jaroslav;Marko;Mgr.;46;finančný poradca;106,136,132;248
519073;1;Mária;Drotárová;;25;odborná predajkyňa;001;14
519073;2;Jaroslav;Loziňak;Mgr.;42;učiteľ;106;59
519081;1;Ladislav;Lukáč;Mgr.;37;starosta;111;113
519090;1;Peter;Bučko;;45;starosta;111;44
519090;2;Miroslav;Búbela;;45;podnikateľ;106;16
519103;1;Michaela;Sabolová;Mgr.;32;starostka;106,132;82
519111;1;Ľudovít;Kravec;;57;starosta obce;106,135;207
519138;1;Milan;Hudák;Ing.;38;starosta obce;001;157
519154;1;Ľubomír;Dudinský;JUDr.;67;odborník na oddlžovanie;111;42
519154;2;Martin;Sivák;;35;starosta obce;144;117
519162;1;Ľudmila;Balážová;Mgr.;48;riaditeľka základnej školy;111;136
519162;2;Ján;Šoltýs;;42;SZČO;001;244
519171;1;Martin;Ceľuch;;59;starosta obce;111;168
519189;1;Oľga;Harčariková;;62;finančný poradca;136;158
519189;2;Ondrej;Ševcov;Ing.;39;starosta obce;106;388
519197;1;František;Schrenk;Ing., Mgr., MBA;37;riaditeľ odboru implementácie projektov;001;592
519197;2;Pavol;Tchurík;Ing.;52;prednosta mestského úradu;106,135;641
519197;3;Martin;Varga;Mgr., MBA;44;riaditeľ pre medzinárodný obchod;111;329
519201;1;Ján;Grega-Jakub;;59;starosta obce;001;171
519219;1;Maroš;Jantek;;47;starosta;111;112
519227;1;Peter;Dulenčin;Ing., PhD.;53;riaditeľ strednej školy;106;433
519227;2;Róbert;Šoltys;;46;SZČO;001;65
519235;1;Jozef;Semanek;Ing.;60;starosta;111,152;430
519243;1;Jaroslav;Gbur;Ing., Bc.;61;výsluhový dôchodca;132;109
519243;2;Miroslav;Mackanič;;62;starosta;111;177
519251;1;Ján;Jantek;;45;ochodný zástupca;001;73
519251;2;Jozef;Maxin;;52;starosta obce;001;222
519260;1;Ján;Glitta;PhDr.;56;výsluhový dôchodca;135;50
519260;2;Ján;Kolcun;;65;starosta;001;161
519260;3;Jozef;Kolcun;;57;vodič;111;127
519278;1;Mária;Semaníková;;60;starostka;106;39
519286;1;Mária;Krušková;Mgr.;55;starostka obce;106;76
519286;2;Marek;Pagáč;;50;vodárenský pracovník;001;52
519286;3;Radovan;Prokipčák;;44;majster odbornej výchovy;132;103
519294;1;Ľubomír;Kundrát;;61;starosta;111;147
519308;1;Pavol;Jackanin;Mgr.;39;podnikateľ;106;41
519308;2;Miroslav;Kolcun;;40;podnikateľ;136,132;18
519316;1;Jozef;Cauner;;54;starosta;106;170
519316;2;František;Halek;;53;kuchár;111;88
519324;1;Peter;Džunda;Mgr.;57;výsluhový dôchodca;111;139
519324;2;Jozef;Valko;;41;starosta obce;001;461
519332;1;Lukáš;Juhás;Mgr.;33;obchodný zástupca;001;44
519341;1;Ján;Labanc;Mgr.;58;štátny zamestnanec;001;206
519341;2;Beáta;Ľalíková;;50;SZČO;135;29
519341;3;Jozef;Šoltys;Ing.;62;starosta;106;240
519359;1;Jana;Lazoriková;Ing.;36;starostka;106,111,136;94
519367;1;Jozef;Bednár;Ing.;44;starosta obce;106,136,135;190
519375;1;Ľuboš;Chudík;Mgr.;40;realitný maklér;001;27
519375;2;Jakub;Kočiš;Mgr.;32;obchodný manažér;106;100
519375;3;Peter;Krupa;Ing.;54;stavebný inžinier;111;288
519383;1;Miroslava;Martičeková;;36;cukrárka;106;28
519383;2;Zuzana;Tvardzíková;;30;nezamestnaná;111;0
519391;1;Michal;Boleš;;41;starosta obce;111;374
519391;2;Ján;Centek;;44;SZČO;001;125
519391;3;Dominik;Hažer;Ing.;37;podnikateľ;106;115
519405;1;Ján;Steranka;;59;starosta obce;136,106;65
519413;1;Oľga;Dutková;;62;starostka;132,106;41
519421;1;Jaroslav;Drotár;PhDr.;60;manažér;001;119
519421;2;Jozef;Kmec;Ing.,PhD.;43;starosta obce;001;387
519430;1;Katarína;Malíková;;42;živnostníčka;132;90
519448;1;Eva;Bajkušová;;53;nezamestnaná;106;138
519448;2;Ján;Kožlej;Ing.;54;podnikateľ;001;49
519448;3;Martin;Kožlej;Ing.;46;obchodný manažér;119;13
519448;4;Anna;Lukáčová;;56;administratívna pracovníčka obecného úradu;136,135;192
519456;1;Anna;Humeníková;Mgr.;61;ekonómka;135;110
519456;2;Jozef;Škvarek;Mgr.;53;obchodný manager;111;289
519456;3;Róbert;Vujčík;;49;remeselník;106;132
519464;1;Stanislav;Jendrej;;34;profesionálny vojak OS SR;001;283
519472;1;Patrik;Čipčovský;;40;žeriavnik;001;50
519472;2;Vladimír;Kostár;;59;starosta obce;132;72
519472;3;Monika;Marcinková;Bc.;47;riaditeľka organizácie;106;147
519472;4;Vladimír;Šoltys;;36;SZČO;001;23
519481;1;Jana;Bľandová;Ing., MBA;57;starostka;111;376
519481;2;Martin;Jajko;;39;vedúci technik;106,132;185
519499;1;Dušan;Čura;;61;starosta;106;35
519502;1;Lenka;Nalepová;Ing.;38;administratívna pracovníčka;132;17
519502;2;Jaroslav;Stracenský;;60;starosta;106;35
519511;1;Helena;Frandoferová;;57;starostka;111;11
519511;2;Miloš;Šveda;;32;živnostník;136;12
519529;1;Andrej;Demský;;25;operátor výroby;111;91
519529;2;Imrich;Sralik;;46;SZČO;106;70
519537;1;Ján;Leško;Ing.;31;procesný inžinier;106;61
519537;2;Mikuláš;Mašlej;;64;starosta obce;111;178
519545;1;Andrej;Kotuľa;;40;starosta;106,135;162
519553;1;Jana;Jankivová;Ing.;34;administratívna pracovníčka;106;189
519561;1;Miroslav;Čorba;Ing.;59;starosta obce;106;132
519570;1;Andrea;Lazorová;Ing.;45;štátna zamestnankyňa;001;480
519570;2;Ivan;Lövinger;;57;SZČO;124;275
519588;1;Jana;Kalhousová;Mgr;37;ošetrovateľka;106;86
519588;2;Jozef;Kuziak;;67;starosta;111;205
519588;3;Jaroslava;Plavčanová;Mgr;56;učiteľka;125;55
519596;1;Pavel;Andrijko;Ing.;59;starosta obce;106,136,132;55
519600;1;Peter;Rusiňák;;62;starosta obce;136,106;43
519618;1;Marián;Beňa;;46;starosta obce;001;298
519626;1;Anna;Kakalcová;;54;starostka obce;001;130
519634;1;Ján;Cundra;Mgr.;42;starosta obce;145,106;107
519642;1;Marcel;Kaščák;Ing.;38;starosta;106,136,132;119
519669;1;Vladimír;Boháč;;39;tesár;116;39
519669;2;Dana;Karnišová;Bc.;53;starostka obce;001;186
519669;3;Patrícia;Kyselová;;29;kuchárka;111;28
519677;1;Slavomír;Havír;;58;starosta obce;106,136;59
519685;1;Lucia;Vasilega;;32;starostka;106;12
519693;1;Ján;Čisár;Ing.;40;starosta;106;74
519693;2;Samuel;Marušin;;26;podnikateľ;136;38
519707;1;Jozef;Kvokačka;Ing., PhD.;57;starosta;001;350
519715;1;Michal;Fedorš;;68;dôchodca;135;119
519715;2;Anna;Hrúzová;Bc.;52;starostka obce;106;234
519723;1;Marek;Lipták;;41;živnostník;001;69
519723;2;Ján;Pisárik;Ing.;67;dôchodca;135;45
519723;3;Jaroslav;Tvardzik;Ing.;60;starosta;106;90
519731;1;Martina;Stašová;Mgr.;44;starostka;001;84
519740;1;Dárius;Kuruc;;34;starosta;136;32
519758;1;Branislav;Adamišin;;29;vodič;001;56
519758;2;Melánia;Mattová;;39;administratívna pracovníčka;106,136,132;132
519766;1;Stanislav;Hankovský;;53;konateľ;136,106;356
519766;2;Viera;Pangrácová;;36;špecialistka služieb zákazníkom;001;91
519774;1;Eva;Miševová;;57;účtovníčka;104;99
519774;2;Ľubomír;Pangrác-Piter;Mgr.;52;starosta;106;202
519782;1;Vladimír;Baran;Bc.;52;starosta;143;259
519791;1;Ján;Bijalko;Ing.;55;starosta;106;183
519791;2;Marián;Leškanič;Mgr.;46;príslušník policajného zboru;001;106
519791;3;Stanislav;Piľar;;58;stavbyvedúci;001;113
519804;1;Gabriel;Šiba;Mgr.;36;starosta;136,106,135;80
519812;1;Milena;Hrubiznová;;48;výsluhová dôchodkyňa;106;26
519812;2;Štefan;Kučečka;;59;vedúci údržby;136;41
519812;3;Slavomír;Mlynár;;42;starosta;001;141
519821;1;Hedviga;Billá;Mgr.;43;starostka;111;134
519839;1;Jozef;Beňa;;56;SZČO;111;126
519839;2;Pavol;Ceľuch;;60;starosta;001;196
519847;1;Andrej;Buvalič;Mgr.;59;starosta;106;109
519847;2;Peter;Kuzmišín;Ing.;46;riaditeľ;001;24
519847;3;Peter;Živčák;PhDr., Mgr., LL.M., MPH.;54;nezamestnaný;111;42
519855;1;Juraj;Bučko;Ing.;58;SZČO;111;42
519855;2;Jozef;Vargovčík;;66;starosta;106;46
519863;1;Peter;Lenárt;;44;starosta;111;140
519871;1;Anna;Kuľková;;59;starostka;001;83
519871;2;Jozef;Zubrik;Ing.;55;regionálny manažér;001;157
519880;1;Matúš;Stavar;Ing.;35;starosta;106;138
519901;1;Andrej;Kurimský;;41;starosta;106;75
519901;2;Ľuboš;Sivák;;36;zvárač;119;27
519901;3;Rastislav;Šivák;;33;nezamestnaný;001;3
519910;1;Matúš;Bilas;;28;SZČO;136;30
519910;2;Ľuboš;Špik;;48;starosta;106;35
519928;1;Ján;Evin;Ing.;69;starosta obce;001;126
519928;2;Mária;Kmecová;;55;administratívna pracovníčka;106;41
519928;3;Lukáš;Sabovik;;38;vedúci betonárne;132;59
519936;1;Adrián;Rychvalský;Ing.;51;štátny zamestnanec;103,111;741
519944;1;Emília;Novotná;;57;starostka;136,106;66
519952;1;Jozef;Balaščák;;53;starosta obce;136,106;63
519961;1;Ivica;Clementová;Mgr.;59;učiteľka;001;154
